asin,product_title,brand,price,discount_percent,rating,review_count,category,product_link,search_term,value_score,device_type,is_wired,has_mic
B0CC2G8L22,boat rockerz 460 30h battery 40mm drivers beast mode enx dual pair adaptive fit stream ad free music via app support bluetooth headphones wireless over ear headphone with mic active black,boat,1099.0,56.0,4.1,924.0,audio,https://www.amazon.in/dp/B0CC2G8L22,headphones,0.00373066424021838,headphones,0,1
B0GH33HXYV,cmf by nothing headphone pro hiresldac100hrs playback40db anc5min8hrs charge40mm driver bluetooth  wired light grey on the ear,cmf,7999.0,20.0,4.0,0.0,audio,https://www.amazon.in/dp/B0GH33HXYV,headphones,0.0005000625078134767,headphones,1,0
B0DVCDQ3YN,razer kraken v4 x minecraft edition  wired usb pc gaming headset triforce 40mm drivers retractable cardioid mic surround sound chroma rgb for pc  console via usbc minecraft,razer,7767.0,51.0,4.8,6.0,audio,https://www.amazon.in/dp/B0DVCDQ3YN,headphones,0.0006179992275009656,headphones,1,1
B0FZC523RD,ptron tangent rush w 50hrs playtime pristine sound dualdevice pairing bluetooth 54 wireless inear earphones with mic voice assistant typec fast charging  ipx5 water resistant ink blue,ptron,498.0,72.0,3.7,746.0,audio,https://www.amazon.in/dp/B0FZC523RD,headphones,0.007429718875502009,earphones,0,1
B0FXXV4FMJ,premium wireless earbuds white hiresolution audio dual drivers 50db noise cancelling 43hr battery life bluetooth 54 spatial audio with head trackingplusone blue white,premium,549.0,69.0,2.4,3.0,audio,https://www.amazon.in/dp/B0FXXV4FMJ,headphones,0.004371584699453552,earbuds,0,0
B0D44H2RG3,jbl new launch live beam 3 twshires audio true anc earbudssmart case with touch display48h playtimewireless charging6 micmultipoint connectionip55 proof headphones apppersonifi 30 black,jbl,9999.0,60.0,3.6,1500.0,audio,https://www.amazon.in/dp/B0D44H2RG3,headphones,0.00036003600360036,earbuds,0,0
B01EJVYN3K,sony mdr7506 close ear headphone black,sony,9375.0,6.0,4.7,427.0,audio,https://www.amazon.in/dp/B01EJVYN3K,headphones,0.0005013333333333333,headphones,0,0
B0FTG6JXC2,sony inzone h3 mdrg300 wired gaming headset overear headphones with 360 spatial sound usb wired overear professional  usb connector flip to mute mic app support  pc compatible black,sony,5990.0,40.0,4.1,859.0,audio,https://www.amazon.in/dp/B0FTG6JXC2,headphones,0.000684474123539232,headphones,1,1
B0F6LQX3HH,edifier w820nb plus gen 2 wireless overear noise cancelling headphone 49 db anc ldac hires audio 88h playtime spatial sound ai clear calls bluetooth v61  multipoint  smoky pink,edifier,8490.0,23.0,4.2,29.0,audio,https://www.amazon.in/dp/B0F6LQX3HH,headphones,0.0004946996466431095,headphones,0,0
B01AYZZE24,audiotechnica atha990z wired overear studio monitor headphones for djs  gaming  highres sound deep bass soft earpads  dj headphones with 3d wing support,audiotechnica,21990.0,54.0,4.2,255.0,audio,https://www.amazon.in/dp/B01AYZZE24,headphones,0.00019099590723055935,headphones,1,0
B0FKMR4WDN,claw sm90 studio monitoring dj headphones wired foldable overear with 50mm neodymium drivers 4m coiled cable 35mm to 635mm adapter  carrying pouch  ideal for mixing recording  gaming black,claw,3790.0,16.0,4.3,2400.0,audio,https://www.amazon.in/dp/B0FKMR4WDN,headphones,0.0011345646437994723,headphones,1,0
B09X5G16ZM,razer barracuda x 2022  wireless multiplatform gaming and mobile on ear headset  black  frml packaging rz0404430100r3m1,razer,7999.0,47.0,4.2,1400.0,audio,https://www.amazon.in/dp/B09X5G16ZM,headphones,0.0005250656332041506,headphones,0,0
B0G1Y6BZX1,zebronics 28m wired headphones 27mm drivers adjustable mic 35mm jack detachable usb cable adjustable headband mediavolume control compatible with laptoppcmobiletablet vcx 101,zebronics,1699.0,48.0,3.8,19.0,audio,https://www.amazon.in/dp/B0G1Y6BZX1,headphones,0.002236609770453208,headphones,1,1
B0FQ42WHQW,kyptec new launch model 650 anc bluetooth wireless headphones  over ear noise cancelling headphone with deep bass 35h playtime large 40 mm drivers triple mics headphones wireless with mic,kyptec,2399.0,66.0,3.7,7.0,audio,https://www.amazon.in/dp/B0FQ42WHQW,headphones,0.0015423092955398083,headphones,0,1
B078S4P3J9,tribit updated version xsound go wireless bluetooth 53 speakers with loud stereo sound  rich bass 16w24h playtime150 ft bluetooth rangeoutdoor lightweight ipx7 waterproofbuiltin mic black,tribit,2843.0,19.0,4.4,18100.0,audio,https://www.amazon.in/dp/B078S4P3J9,bluetooth speakers,0.0015476609215617308,speakers,0,1
B0D6W7F7WH,boat stone 352 prostone 358 pro w 14w signature sound up to 12 hours playback rgb leds tws feature builtin mic btv53 free music streaming on jiosaavn bluetooth speaker raging black,boat,1589.0,68.0,4.1,2700.0,audio,https://www.amazon.in/dp/B0D6W7F7WH,bluetooth speakers,0.002580239144115796,earbuds,0,1
B0DJ3FFC8R,zebronics astra 35 portable bluetooth speaker 16 watts upto 8h backup dual drivers  dual passive radiators call function bluetooth v53  usb  msd aux tws rgb led,zebronics,769.0,60.0,3.9,2800.0,audio,https://www.amazon.in/dp/B0DJ3FFC8R,bluetooth speakers,0.005071521456436931,earbuds,1,0
B0FCFWGB8V,dubstep pop 1200 with upto 16 hrs playtime 52mm dynamic driver tws pairing with 12w output bluetooth wireless speaker black,dubstep,499.0,92.0,4.2,927.0,audio,https://www.amazon.in/dp/B0FCFWGB8V,bluetooth speakers,0.00841683366733467,earbuds,0,0
B07YNV41FT,zebronics zebcounty 3w wireless bluetooth portable speaker with supporting carry handle usb sd card aux fm  call function black,zebronics,549.0,45.0,3.8,32600.0,audio,https://www.amazon.in/dp/B07YNV41FT,bluetooth speakers,0.0069216757741347905,speakers,1,0
B0CXSMT8Y8,jbl wireless bluetooth speakers mini boost 4 mix color super sound,jbl,229.0,77.0,2.8,43.0,audio,https://www.amazon.in/dp/B0CXSMT8Y8,bluetooth speakers,0.01222707423580786,speakers,0,0
B0F48NC7MZ,boat stone 110 bluetooth speaker with 3w signature sound up to 15hrs playback builtin mic tws feature bluetooth v54 aux port voice assistant  ipx4 raging black,boat,699.0,72.0,3.4,440.0,audio,https://www.amazon.in/dp/B0F48NC7MZ,bluetooth speakers,0.004864091559370529,earbuds,1,1
B0CH3G9VR2,boat aavante bar 490 10w signature sound dual fullrange drivers7 hrs battery builtin mic20 ch free music streaming on jiosaavn bluetooth sound bar soundbar speaker classic black,boat,1099.0,69.0,3.9,5500.0,audio,https://www.amazon.in/dp/B0CH3G9VR2,bluetooth speakers,0.003548680618744313,speakers,0,0
B09NCFVNK9,jbl go essential with rich base wireless ultra portable bluetooth speaker vibrant colors waterproof type c without mic black,jbl,1499.0,50.0,4.7,10200.0,audio,https://www.amazon.in/dp/B09NCFVNK9,bluetooth speakers,0.0031354236157438292,speakers,0,1
B0D6W671R4,boat stone 352 prostone 358 pro w 14w signature sound up to 12 hours playback rgb leds tws feature builtin mic btv53 free music streaming on jiosaavn bluetooth speaker groovy grey,boat,1899.0,62.0,4.1,15200.0,audio,https://www.amazon.in/dp/B0D6W671R4,bluetooth speakers,0.0021590310689836756,earbuds,0,1
B0D5H15D4W,wireless bluetooth speaker 30w output bluetooth v53 12 hours playtime 360 rgb lights 1500 mah battery lightweight  portable tws function type c charging,wireless,1299.0,50.0,4.6,3.0,audio,https://www.amazon.in/dp/B0D5H15D4W,bluetooth speakers,0.003541185527328714,earbuds,0,0
B0C6QY4TTP,zebronics sound feast 90 10w output portable wireless speaker with bluetooth v50 tws 63mm with wired mic usb msd aux mobile holder and rgb lights,zebronics,899.0,47.0,3.8,1100.0,audio,https://www.amazon.in/dp/B0C6QY4TTP,bluetooth speakers,0.004226918798665183,earbuds,1,1
B0DVZS821P,jbl small ultra bluetooth speaker 4d with loud stereo sound and long playtime mini speaker easy to carry metal electroplating round body pack of1random multicolor,jbl,319.0,80.0,3.3,214.0,audio,https://www.amazon.in/dp/B0DVZS821P,bluetooth speakers,0.010344827586206896,speakers,0,0
B0D9R1F7ZP,ednita jbl ultra mini wireless bluetooth speaker with heavy metal electroplating round speaker  wireless power button controlled long lasting battery  quick charge pack of 1 multicolor,ednita,298.0,81.0,3.6,976.0,audio,https://www.amazon.in/dp/B0D9R1F7ZP,bluetooth speakers,0.012080536912751677,speakers,0,0
B0DH8FHY3S,blaupunkt 2025 launch atomik grab 20w party speaker boombox unbelievable loud  clear music i portable carry handle  a perfect carry around sound partner for outdoors i light weight grab on the go,blaupunkt,999.0,80.0,4.3,1000.0,audio,https://www.amazon.in/dp/B0DH8FHY3S,bluetooth speakers,0.004304304304304304,speakers,0,0
B08PGYPQZH,mivi roam 2 bluetooth 5w portable speaker24 hours playtimepowerful bass wireless stereo speaker with studio quality soundwaterproof bluetooth 50,mivi,799.0,73.0,4.1,44600.0,audio,https://www.amazon.in/dp/B08PGYPQZH,bluetooth speakers,0.005131414267834793,speakers,0,0
B0BZ4DJ7GZ,boat aavante bar 610 25w signature sound 20 ch with dual passive radiators 7 hrs battery sleek design multi connectivity bluetooth sound bar soundbar speaker charcoal black,boat,1998.0,67.0,4.1,36000.0,audio,https://www.amazon.in/dp/B0BZ4DJ7GZ,bluetooth speakers,0.002052052052052052,speakers,0,0
B0D772K8X8,ptron newly launched fusion tunes 10w mini bluetooth speaker with wireless karaoke mic 8hrs playtime vivid rgb lights voice effects multiplay modes bt51tf card  typec charging port black,ptron,799.0,75.0,4.0,5300.0,audio,https://www.amazon.in/dp/B0D772K8X8,bluetooth speakers,0.0050062578222778474,speakers,0,1
B0GH2KYNP7,vibe bluetooth soundbar 30w signature sounddual passive radiators up to 6hrs playbacktws call function typec charging usb aux bluetooth sound bar black,vibe,1699.0,58.0,5.0,2.0,audio,https://www.amazon.in/dp/B0GH2KYNP7,bluetooth speakers,0.002942907592701589,earbuds,1,0
B0F5BC2161,boat aavante 20 150 20 ch 16w signature sound rgb leds dual fullrange drivers upto 5h battery tws multi ports bluetooth sound bar home theatre soundbar speaker premium black,boat,1399.0,65.0,4.0,7700.0,audio,https://www.amazon.in/dp/B0F5BC2161,bluetooth speakers,0.0028591851322373124,earbuds,0,0
B0CJRWP3YW,boat stone 350 bluetooth speaker with 10w rms stereo sound ipx7 water resistance tws feature up to 12h total playtime multicompatibility modesblack,boat,1499.0,57.0,4.2,260.0,audio,https://www.amazon.in/dp/B0CJRWP3YW,bluetooth speakers,0.002801867911941294,earbuds,0,0
B0B3XX8P9C,jbl flip essential 2 wireless portable bluetooth speaker with deep base ipx7 water  dustproof without mic black,jbl,5499.0,45.0,4.7,9100.0,audio,https://www.amazon.in/dp/B0B3XX8P9C,bluetooth speakers,0.0008547008547008547,speakers,0,1
B0DSLML4CF,zebronics sonic pod 20 portable bluetooth speaker 10 watts upto 8 hours playback rgb led call function fabric finish with carry loop btv53  tws  usb  msd  aux black,zebronics,799.0,62.0,3.9,1500.0,audio,https://www.amazon.in/dp/B0DSLML4CF,bluetooth speakers,0.004881101376720901,earbuds,1,0
B0C29CMM4R,sony srsxb100 wireless bluetooth portable lightweight supercompact travel speaker extradurable ip67 waterproof  dustproof 16 hrs batt versatile strap extra bass  handsfree callingblue,sony,2990.0,50.0,3.9,5400.0,audio,https://www.amazon.in/dp/B0C29CMM4R,bluetooth speakers,0.0013043478260869564,speakers,0,1
B0DWSGCTF5,zebronics 30 watts portable bluetooth speaker 10 hours playback dual 66cm powerful drivers dual passive radiator msd tws call function btv53 usb rgb led sound feast 200,zebronics,2299.0,50.0,4.0,225.0,audio,https://www.amazon.in/dp/B0DWSGCTF5,bluetooth speakers,0.0017398869073510222,earbuds,0,0
B0FLKDXMQ7,hammer wave 10w bluetooth speaker up to 8 hours playtime tws function made in india builtin mic btv54 usb port typec interface wireless bluetooth speaker with hanging loop blue,hammer,699.0,72.0,4.0,242.0,audio,https://www.amazon.in/dp/B0FLKDXMQ7,bluetooth speakers,0.005722460658082976,earbuds,0,1
B0DJP7ZFTW,zebronics vita bar 150 wireless bluetooth soundbar 20w rms 20 channel dual 52mm driver  passive radiator upto 8 hours playback built in battery btv53  usb  msd  aux   tws rgb led,zebronics,999.0,67.0,3.7,5000.0,audio,https://www.amazon.in/dp/B0DJP7ZFTW,bluetooth speakers,0.003703703703703704,earbuds,1,0
B0DG2ZHKCZ,ptron newly launched fusion hook v2 6w bluetooth speaker with 8 hrs playtime 204 neo driver for pristine sound mini size portable speaker btv51 connectivity tws feature  type c chargingblack,ptron,599.0,60.0,3.9,1000.0,audio,https://www.amazon.in/dp/B0DG2ZHKCZ,bluetooth speakers,0.00651085141903172,earbuds,0,0
B098JVB1WD,zebronics zebsound feast 500 bluetooth 50 portable speaker with 70w 9h backup tws ipx5 waterproof call function rgb lights aux msd voice assistant type c and grill finish,zebronics,3999.0,58.0,4.0,4900.0,audio,https://www.amazon.in/dp/B098JVB1WD,bluetooth speakers,0.001000250062515629,earbuds,1,0
B0DY1BW5Q3,xiaomi sound outdoor speaker black  30w hiquality speaker with mic  upto 12hrs playback time  ip67 waterproof  type c  wireless stereo pairing,xiaomi,3499.0,50.0,4.4,522.0,audio,https://www.amazon.in/dp/B0DY1BW5Q3,bluetooth speakers,0.0012575021434695628,speakers,0,1
B08FB2H6Y4,jbl go 3 wireless portable bluetooth mini speaker small speaker with pro sound vibrant colors with rugged fabric design lightweight ip67 waterproof type c interface without mic black,jbl,2499.0,38.0,4.4,76500.0,audio,https://www.amazon.in/dp/B08FB2H6Y4,bluetooth speakers,0.0017607042817126852,speakers,0,1
B0DQKT8R1H,stone opus 80w signature sound 12hrs battery multilink connectivity builtin subwoofer premium design tws bluetooth speaker wireless speaker portable speaker sea green,stone,4299.0,83.0,4.1,117.0,audio,https://www.amazon.in/dp/B0DQKT8R1H,bluetooth speakers,0.0009537101651546871,earbuds,0,0
B0F8W3VKDZ,philips audio tas1400bl wireless bluetooth speaker with deep bass passive radiator 12w sound output 1200mah rechargable battery rgb light modes 10h playtime supports tfusbbt modes blue,philips,1199.0,54.0,4.0,369.0,audio,https://www.amazon.in/dp/B0F8W3VKDZ,bluetooth speakers,0.003336113427856547,speakers,0,0
B0DFHCWZ81,marshall willen ii portable bluetooth speaker with 17 hours of portable playtime dust  waterproof ip67  cream,marshall,12499.0,0.0,4.6,807.0,audio,https://www.amazon.in/dp/B0DFHCWZ81,bluetooth speakers,0.0003680294423553884,speakers,0,0
B09V2J596T,portronics sounddrum p 20w portable bluetooth speaker with 67 hrs playback time handsfree calling usb slot auxin port type c charging black,portronics,1799.0,55.0,4.2,24500.0,audio,https://www.amazon.in/dp/B09V2J596T,bluetooth speakers,0.0023346303501945525,speakers,0,1
B0DYBNC4SG,sony new ult field 3 wireless bluetooth speaker 24hrs playtime massive bass hands free calling shoulder strap ip67 water dust  rustproof quick charginggrey,sony,17990.0,28.0,4.5,3000.0,audio,https://www.amazon.in/dp/B0DYBNC4SG,bluetooth speakers,0.00025013896609227346,speakers,0,1
B0CXTK7845,zebronics pixie portable speaker 5 watts supports bluetooth tws function msd compact design call function carry loop upto 7h backup black,zebronics,599.0,40.0,3.6,5600.0,audio,https://www.amazon.in/dp/B0CXTK7845,bluetooth speakers,0.006010016694490818,earbuds,0,0
B0CX5C6WP3,jbl go 4 wireless ultra portable bluetooth speaker pro sound vibrant colors water  dust proof type c without mic black,jbl,3999.0,20.0,4.4,16500.0,audio,https://www.amazon.in/dp/B0CX5C6WP3,bluetooth speakers,0.001100275068767192,speakers,0,1
B0912M6DNV,marshall kilburn ii 36w portable bluetooth speaker  black  brass,marshall,24999.0,22.0,4.3,3700.0,audio,https://www.amazon.in/dp/B0912M6DNV,bluetooth speakers,0.000172006880275211,speakers,0,0
B09XXW54QG,marshall emberton ii 20 w wireless bluetooth portable outdoor speaker black  brass,marshall,11999.0,40.0,4.5,5400.0,audio,https://www.amazon.in/dp/B09XXW54QG,bluetooth speakers,0.0003750312526043837,speakers,0,0
B09V7WS4PP,jbl flip 6 wireless portable bluetooth speaker pro sound upto 12 hours playtime ip67 water  dustproof partyboost  personalization app without mic black,jbl,8479.0,39.0,4.4,41000.0,audio,https://www.amazon.in/dp/B09V7WS4PP,bluetooth speakers,0.0005189291189998821,speakers,0,1
B0FHHQQNZY,dubstep pop 1400 wireless speaker with 14w output 16 hrs playtime 52mm dynamic driver tws pairing black,dubstep,649.0,91.0,4.2,927.0,audio,https://www.amazon.in/dp/B0FHHQQNZY,bluetooth speakers,0.0064714946070878274,earbuds,0,0
B0F6N4F2GF,dubstep pop 600 bluetooth speaker 6w rms stereo output 15 hours playtime tws pairing 52mm dynamic drivers yellow,dubstep,499.0,75.0,4.2,927.0,audio,https://www.amazon.in/dp/B0F6N4F2GF,bluetooth speakers,0.00841683366733467,earbuds,0,0
B07YNTJ8ZM,zebronics zebcounty 3w wireless bluetooth portable speaker with supporting carry handle usb sd card aux fm  call function green,zebronics,499.0,50.0,3.8,19200.0,audio,https://www.amazon.in/dp/B07YNTJ8ZM,bluetooth speakers,0.007615230460921843,speakers,1,0
B0FHKQLLGK,boat partypal 30 25w signature sound rgb leds wired mic for karaoke up to 6h battery tws mode multi connect bluetooth speaker wireless speaker portable speaker premium black,boat,2999.0,65.0,4.1,1600.0,audio,https://www.amazon.in/dp/B0FHKQLLGK,bluetooth speakers,0.0013671223741247081,earbuds,1,1
B0DYDRF64T,marshall emberton iii compact portable bluetooth speaker with 32 hours of playtime 360 sound dust  waterproof ip67  sage,marshall,17999.0,0.0,4.5,660.0,audio,https://www.amazon.in/dp/B0DYDRF64T,bluetooth speakers,0.0002500138896605367,speakers,0,0
B0DWXX5Z5K,goboult bassbox q5 bluetooth speaker with 5 watt boomx audio up to 18hrs playtime typec charging tf cardusb  bt 54 compatible made in india portable speaker pure black,goboult,599.0,80.0,3.9,523.0,audio,https://www.amazon.in/dp/B0DWXX5Z5K,bluetooth speakers,0.00651085141903172,speakers,0,0
B0GFWNYHR1,mivi fort s24 bluetooth speaker soundbar with 24w powerful sound 20 channel speaker multiple connectivity modes portable speaker made in india soundbar,mivi,1249.0,69.0,3.8,13.0,audio,https://www.amazon.in/dp/B0GFWNYHR1,bluetooth speakers,0.003042433947157726,speakers,0,0
B0F8W13YV4,philips audio tas2400bk portable bluetooth speaker with stereo sound 32w rms 2400mah rechargeable battery bt v53 connectivity ipx4 waterproof supports tfusbbt modes with hanging strap black,philips,1999.0,43.0,4.0,139.0,audio,https://www.amazon.in/dp/B0F8W13YV4,bluetooth speakers,0.002001000500250125,speakers,0,0
B06XGG6MFV,edifier r1280db powered bluetooth bookshelf speakers  optical input  wireless studio monitors  4 inch near field speaker  42w rms  black,edifier,12900.0,24.0,4.3,1200.0,audio,https://www.amazon.in/dp/B06XGG6MFV,bluetooth speakers,0.0003333333333333333,speakers,0,0
B0G5PXZJ71,blaupunkt atomik omg atom 60w portable bluetooth speaker advanced dsp sound 100 years german legacy audio jazzy aura party neon lights ipx6 splashproof  dustproof wireless outdoor travel speaker,blaupunkt,4999.0,75.0,3.0,7.0,audio,https://www.amazon.in/dp/B0G5PXZJ71,bluetooth speakers,0.000600120024004801,speakers,0,0
B0DL9DHKF1,zebronics sound feast 40 portable bluetooth speaker 8 watts dual 52cm drivers passive radiator upto 16 hours playback btv53  usb  msd tws call function deep black model  zebpspk 48,zebronics,699.0,42.0,3.8,2200.0,audio,https://www.amazon.in/dp/B0DL9DHKF1,bluetooth speakers,0.0054363376251788265,earbuds,0,0
B0G64V2LFN,philips tas4400bk94 wireless bluetooth speaker 40w 8h playtime 52mm driver ipx4 resistant led indicator 3600mah battery usbc charging twsauxtf input magnetically attachable deep black,philips,2999.0,50.0,3.9,22.0,audio,https://www.amazon.in/dp/B0G64V2LFN,bluetooth speakers,0.001300433477825942,earbuds,0,0
B0DNFV8YQB,portronics apollo one 20w wireless bluetooth portable speaker with wireless karaoke mic 5 hour playtime rgb led light bluetooth v53 easy grab handle usbaux intf card type c chargingblack,portronics,1299.0,48.0,4.1,1600.0,audio,https://www.amazon.in/dp/B0DNFV8YQB,bluetooth speakers,0.0031562740569668975,speakers,0,1
B0DH8CDH9J,boat stone 193 pro  stone190 pro with 5w signature sound up to 12hrs of playtime tws feature builtin mic bluetooth v53 aux port tf card ipx6  typec bluetooth speaker tropical blue,boat,999.0,67.0,3.8,1100.0,audio,https://www.amazon.in/dp/B0DH8CDH9J,bluetooth speakers,0.0038038038038038036,earbuds,1,1
B09NZV378R,zebronics zebvita wireless bluetooth 10w portable bar speaker with supporting usbplayback time 5 hours sd card aux tws  call function grey,zebronics,899.0,55.0,3.8,15500.0,audio,https://www.amazon.in/dp/B09NZV378R,bluetooth speakers,0.004226918798665183,earbuds,1,0
B0DXF4625B,fire turtle vintage bluetooth wireless speaker  10w rms loud sound  retro design with typec charging 8h battery backup usb  aux input portable home  outdoor speaker,fire,530.0,73.0,4.0,146.0,audio,https://www.amazon.in/dp/B0DXF4625B,bluetooth speakers,0.007547169811320755,speakers,1,0
B0BBYDS7PK,marshall acton iii 60 w bluetooth powered home speaker brown,marshall,27999.0,13.0,4.6,1900.0,audio,https://www.amazon.in/dp/B0BBYDS7PK,bluetooth speakers,0.00016429158184220864,speakers,0,0
B0F3L5WXVN,nu republic partybox 165 with 10 hrs playtime dual 52mm dynamic driver mic for receiving calls 16 w bluetooth soundbar black 20 channel,nu,599.0,85.0,3.8,146.0,audio,https://www.amazon.in/dp/B0F3L5WXVN,bluetooth speakers,0.006343906510851418,speakers,0,1
B0DTYYS3XY,zebronics sound feast 85 portable bluetooth speaker 30 watts upto 7 hours playback dual passive radiator btv53  tws  usb rgb led call function carry strap deep bass black,zebronics,2499.0,38.0,4.0,449.0,audio,https://www.amazon.in/dp/B0DTYYS3XY,bluetooth speakers,0.001600640256102441,earbuds,0,0
B0FB44F3NZ,mivi superbox classic 120w portable bluetooth speaker new launch  premium sound with builtin subwoofer bass  treble control knobs aux  usb support  made in india,mivi,4999.0,75.0,3.9,184.0,audio,https://www.amazon.in/dp/B0FB44F3NZ,bluetooth speakers,0.0007801560312062412,speakers,1,0
B0G5RWMRCM,krisons bullet bluetooth speaker 10w multimedia bluetooth party speaker with rgb lights usb sd card  black,krisons,399.0,80.0,5.0,4.0,audio,https://www.amazon.in/dp/B0G5RWMRCM,bluetooth speakers,0.012531328320802004,speakers,0,0
B0DXKNBQS6,jbl charge 6 powerful pro sound with ai sound boost wireless portable bluetooth speaker28 hrs playtime auracast multispeaker connection built in power bank ip68 waterproof  dustproof black,jbl,19999.0,26.0,4.7,2500.0,audio,https://www.amazon.in/dp/B0DXKNBQS6,bluetooth speakers,0.0002350117505875294,speakers,0,0
B0FDFTD8K2,boat stone arc pro plus spatial audio 45w signature sound 78mm drivers12 hrs battery broadcast  app support bluetooth speaker wireless speaker portable speaker raging black,boat,2999.0,73.0,3.5,215.0,audio,https://www.amazon.in/dp/B0FDFTD8K2,bluetooth speakers,0.0011670556852284096,speakers,0,0
B0BWXM3RRK,soundcore motion x600 portable bluetooth speaker hires spatial audio with wireless 50w sound ipx7 waterproof pro eq auxin portable speaker for home office backyard and bathroom use,soundcore,18999.0,27.0,4.7,3100.0,audio,https://www.amazon.in/dp/B0BWXM3RRK,bluetooth speakers,0.00024738144112848045,speakers,0,0
B09H4DVF43,portronics sounddrum 1 10w tws portable bluetooth 53 speaker with powerful bass type c charging cable includedgreen,portronics,898.0,64.0,4.1,12700.0,audio,https://www.amazon.in/dp/B09H4DVF43,bluetooth speakers,0.004565701559020044,earbuds,0,0
B0CC5Y2PZW,boat stone 580 bluetooth speaker with 12w rms stereo sound led lights up to 8 hrs playtime tws feature fm radio multicompatibility mode ipx4pine green,boat,1599.0,68.0,3.8,1900.0,audio,https://www.amazon.in/dp/B0CC5Y2PZW,bluetooth speakers,0.0023764853033145716,earbuds,0,0
B0DTJ4Q6XG,zebronics vita 102 wireless bluetooth soundbar 16 watts upto 8 hours playback powerful dual drivers dual passive radiators call function rgb led tws  btv53  usb  aux  msd,zebronics,799.0,68.0,3.0,179.0,audio,https://www.amazon.in/dp/B0DTJ4Q6XG,bluetooth speakers,0.0037546933667083854,earbuds,1,0
B0DQKVF2H4,stone opus 80w signature sound 12hrs battery multilink connectivity builtin subwoofer premium design tws bluetooth speaker wireless speaker portable speaker caramel brown,stone,4299.0,83.0,4.1,117.0,audio,https://www.amazon.in/dp/B0DQKVF2H4,bluetooth speakers,0.0009537101651546871,earbuds,0,0
B0FLYBJB9Z,boat stone 1200 pro 60w boat signature sound 762mm drivers tws75h battery builtin mic carry strapipx6 bluetooth speaker wireless speaker portable speaker ice grey,boat,4999.0,67.0,4.2,220.0,audio,https://www.amazon.in/dp/B0FLYBJB9Z,bluetooth speakers,0.0008401680336067214,earbuds,0,1
B0DHQMRP13,e gate c210  20w bluetooth speaker soundbar dual drivers  dual passive radiator for extra bass rgb light upto 15 hrs backup from 2000mah battery call function tws aux usb fm,e,690.0,77.0,3.5,244.0,audio,https://www.amazon.in/dp/B0DHQMRP13,bluetooth speakers,0.005072463768115942,earbuds,1,0
B0CVQDJCYL,boat stone spinx pro bluetooth speaker with 20 w rms sound up to 8 hrs of playtime btv50 builtin mic rgb leds tws feature tf card aux port  usb typec porttropical blue,boat,2399.0,76.0,4.1,1200.0,audio,https://www.amazon.in/dp/B0CVQDJCYL,bluetooth speakers,0.0017090454355981658,earbuds,1,1
B0DNQY6C5Y,portronics thunder 20 60w wireless bluetooth party speaker with dual passive radiator upto 6 hours playtime multiple eq modes rgb led lights tws mode bluetooth 53v type c fast chargingblack,portronics,4999.0,50.0,4.0,50.0,audio,https://www.amazon.in/dp/B0DNQY6C5Y,bluetooth speakers,0.0008001600320064013,earbuds,0,0
B0D4XTCY6L,beats pill  wireless bluetooth speaker and portable charger via usbc  up to 24 hours battery life ip67 water resistant apple  android compatible builtin microphone  matt black,beats,16900.0,0.0,4.6,572.0,audio,https://www.amazon.in/dp/B0D4XTCY6L,bluetooth speakers,0.000272189349112426,speakers,0,1
B0F3T4NZ1T,portronics nova 40w portable bluetooth speaker with dual passive radiator upto 5 hours playtime rgb led lights bluetooth 53v tws mode handsfree calling usbaux in port type c chargingblack,portronics,2699.0,33.0,4.0,241.0,audio,https://www.amazon.in/dp/B0F3T4NZ1T,bluetooth speakers,0.0014820303816228233,earbuds,0,1
B09RPC4J7K,krisons cylender 4 double woofer 30w multimedia bluetooth party speaker with wired mic for karaoke2400 mah battery digital displayrgb lights usb sd card fm radioauto tws function  remote,krisons,1499.0,70.0,3.9,2900.0,audio,https://www.amazon.in/dp/B09RPC4J7K,bluetooth speakers,0.0026017344896597733,earbuds,1,1
B0DY15J4X3,xiaomi sound outdoor speaker blue  30w hiquality speaker with micupto 12hrs playback timeip67 waterproof  type cwireless stereo pairingspeaker for home outdoor  travel purpose,xiaomi,3499.0,50.0,4.5,419.0,audio,https://www.amazon.in/dp/B0DY15J4X3,bluetooth speakers,0.0012860817376393256,speakers,0,0
B0DV5H3S16,bose soundlink flex 2nd gen portable wireless bluetooth speaker small powerful for outdoor parties up to 12h runtime ip67 waterproof and dustproof twilight blue,bose,14490.0,14.0,4.6,10000.0,audio,https://www.amazon.in/dp/B0DV5H3S16,bluetooth speakers,0.00031746031746031746,speakers,0,0
B09NCF1LPY,jbl go essential with rich base wireless ultra portable bluetooth speaker vibrant colors waterproof type c without mic blue,jbl,1899.0,37.0,4.7,10200.0,audio,https://www.amazon.in/dp/B09NCF1LPY,bluetooth speakers,0.0024749868351764087,speakers,0,1
B0G3VV1122,digimore partybox 80w portable karaoke bluetooth speaker with wireless mic  dual boom box speaker  rgb party lights  deep bass sound  typec charging  usbtfaux  for home  parties d1342,digimore,3999.0,73.0,4.5,39.0,audio,https://www.amazon.in/dp/B0G3VV1122,bluetooth speakers,0.0011252813203300824,speakers,0,1
