asin,product_title,brand,price,discount_percent,rating,review_count,category,product_link,search_term,value_score,device_type,is_wired,has_mic,cluster,segment
B0DZXT72RY,boat airdopes plus 311 glass design enx tech fast charge 50 hrs battery stream ad free music via app support bluetooth earbuds tws ear buds wireless earphones with mic ash grey,boat,6.907755278982137,75.0,3.7,8.824824939175638,audio,https://www.amazon.in/dp/B0DZXT72RY,neckband,0.0037037037037037,earbuds,0,1,1,Popular
B0DJ1656LG,boat rockerz 280 anc wcrystal bionic sound powered by dirac opteo active noise cancellation 13mm drivers asap charge 24h playback  enx tech in ear bluetooth neckbandgunmetal black,boat,7.62657020629066,59.0,3.3,5.393627546352362,audio,https://www.amazon.in/dp/B0DJ1656LG,neckband,0.0016089712335446,neckband,0,0,1,Popular
B0B1F6GQPS,goboult fxcharge bluetooth earphone with 32h playtime dual pairing neckband zen enc mic typec fast charging 5mins75hrs 142mm bass driver ipx5 silicone neck bandblack,goboult,6.684611727667927,82.0,3.7,8.594339400592892,audio,https://www.amazon.in/dp/B0B1F6GQPS,neckband,0.004630788485607,neckband,0,1,1,Popular
B0DWSDP62V,amazon basics inear wireless neckband with mic up to 22 hours play time bluetooth 51 voice assistance noise cancellation ipx4 waterresistance magnetic earbuds blue,amazon,6.656726524178391,35.0,3.5,4.770684624465665,audio,https://www.amazon.in/dp/B0DWSDP62V,neckband,0.0045045045045045,earbuds,0,1,1,Popular
B0DBH94WSQ,boat rockerz 210 anc bluetooth in ear neckband wspatial audio 30db anc aienx technology 40hrs playback eq modes 13 mm drivers dual pairing  fast pairpowder blue,boat,7.170119543449628,78.0,3.6,7.972810784121404,audio,https://www.amazon.in/dp/B0DBH94WSQ,neckband,0.002771362586605,neckband,0,0,1,Popular
B0GQBW3XD9,ultra voice changer neckband with 5 voice feature vibration alert  magnetic onoff 130 hrs standby time dual pairing fast charging flexible band with ipx6 rating grey,ultra,6.476972362889683,89.0,4.0,0.0,audio,https://www.amazon.in/dp/B0GQBW3XD9,neckband,0.0061633281972265,neckband,0,0,0,High Rated
B0BTDGPXXX,probuds n31 wireless bluetooth neckband with mic  45 hrs playtime  enc  12 hrs fast charge in 10 mins  water resistant ipx6  bt v53  60 ms low latency  dual device pairing firefly green,probuds,6.907755278982137,60.0,4.2,7.550135342488429,audio,https://www.amazon.in/dp/B0BTDGPXXX,neckband,0.0042042042042042,earbuds,0,1,1,Popular
B0BF17JFPC,proxn fx2 audio probass super sound wireless bluetooth neckband with mobile holder pyramid stand free for all android and smartphones combo offer,proxn,5.298317366548036,50.0,4.2,1.3862943611198906,audio,https://www.amazon.in/dp/B0BF17JFPC,neckband,0.0211055276381909,neckband,0,0,0,High Rated
B0F8BVL3KY,boat rockerz 202 enx tech 20h battery in ear dual pair fast charge magnetic buds stream ad free music via app support bluetooth neckband wireless with mic earphones blue,boat,6.551080335043404,75.0,3.9,4.948759890378168,audio,https://www.amazon.in/dp/B0F8BVL3KY,neckband,0.0055793991416309,earbuds,0,1,1,Popular
B0BXPHKT1T,realme wireless bluetooth earphones  neckband flexible inear headphones with builtin mic extra deep bass handsfree callsmusic sports earbuds sweatproof 15 hours playtime jo20 multi,realme,6.214608098422191,69.0,1.3,1.3862943611198906,audio,https://www.amazon.in/dp/B0BXPHKT1T,neckband,0.0026052104208416,earbuds,0,1,3,Low Rated
